text,label,target
Refuse to prove anything. You're full of nonsense. I support taking out radical Islamic terrorists. I lose no sleep with what I did. Radical Christianity was responsible for 9/11? Was responsible for San Bernadino? Is responsible for the continued slaughter of Christians?,Religion,5
Are you a little bit simple? Since lockdown we’ve seen them going to packed Muslim funerals to packed protest marches. They are completely ignoring social distancing rules that the rest of us are abiding to . Idiot.,Religion,5
"@AMISHDEVGAN Idiot there are so many other issue which need to be discuss. But you are just busy to spread hatred among our Hindu and Muslims , You dumASS #DumASS",Religion,5
"@dankmtl Here, butthead, this gives a good summary of the Muslim persecution of Christians in Palestine. http://t.co/gvLellbFdP",Religion,5
Same to That Muslim girls who wear some of wear some of not their choice I don't understand you idiots problem if someone naked walking on Street you people have no problem but if someone wear headscarf then you have problems and wear headscarf Is also European culture you forgot,Religion,5
"The virus spread that has killed 102,000 citizens came from europe.. You closed some of china and 5 Muslim countries but let almost 3 million people enter the us from Europe before you limited them.. Your incompetence has caused an extra 25,000 deaths because you're an idiot.",Religion,5
"@Vandaliser @sajid_fairooz @IsraeliRegime Finally, the backwards effects of Islam ground progress in Muslim countries to a halt.",Religion,5
"Stone pelting done by both sides, not from one side,, if hindutva is terrorism, many Islamic organisation is running which only promote terrorism ,now I can say Islamic terrorism n u can relate terrorism with islam",Religion,5
How exactly do you engage with 'humanity' that stones troops? Facilitates terrorists' escape? Calls for jihad?,Religion,5
"Need SAA/NDF Syrian flag in there as well. I agree with you, I hate these foreign often times anglo activists and some Palestinians and Lebanese who support ""Free Palestine"" but hate Assad and support the FSA/Muslim Brotherhood CIA ""Syrian Revolution"". Idiots. Disgusting.",Religion,5
@DianH4 Another cheap Muslim lie. Give me proof of any Muslim that was punished for not being kind to the slave girls they raped.,Religion,5
"Totally with you.....only fools voted for the idiots who call themselves MPs, totally be racists against white and I'm sick of it, labour have totally divided this country, how about all the muslims schools only for muslims ? How about the rape and murder of Somalian women ?",Religion,5
"Bandt you IDIOT, I bet that your fragile intellect has not worked out yet that “ muslims” in our public housing ARE NOT MUSLIMS. Real muslims DO NOT &amp; CAN NOT accept any charity, it is against Islam. So we are being conned, they are not muslims!! But you wanker believe them",Religion,5
I wanted to say something along those lines It's almost when there is any kind of atrocities you ask please don't be muslim/Asian cause you just know the idiots will jump all over it Now that poor girl will be forgotten!,Religion,5
"« Not all Muslims are from Islam, you idiot »",Religion,5
"Don't believe propaganda, only idiots believe everything what they heard, we will open Ayasofya and you watch it on TV, your politician talk about it too much, but Muslims will pray inside it. Because Ayasofya is belong to Muslim and you should get used to live with this realty",Religion,5
Here r translations of t Quranic verse that gives men the right to beat their wives and declares men superior. http://t.co/3piDnVkq2b #Islam,Religion,5
@NomCookiesNom Why is it that no other religions have statistics that are even close in the production of terrorism.,Religion,5
"The question with abortion being right or wrong isn’t about who’s side your on it’s about who you serve. As a Christian woman, I serve the Creator. The giver of life and death. The one who says that my body is His temple and it’s my responsibility to care and protect it.",Religion,5
But u never condem Islamic Terrorism,Religion,5
my grandma is a right-winging christian woman my mother is transphobic my uncle gets violent whenever someone criticizes how hes raised his kids my other grandparents are racist the only ones i respect are my brother and my dad and even then i have some issues with my dad,Religion,5
You did well and I know congress is full of Muslims by heart who never going to let Hindustan which is called hindus sthan have their God in country which belongs to Hindus.. Congress is full of idiots I believe now #WeStandWithNupurSharma,Religion,5
What idiot. Got caught with foot in mouth. Now blaming so called Sanghis. I am a citizen&amp;Hindu. Found your comment revealing of consistent Congress Mentality of somehow making Muslims more equal than others. First was PM MMS &amp; now you. Don’t expect us to vote for your Party-ever,Religion,5
"A dumb person trying to differentiate between Hinduism and Hindutva . Hinduism ko hindi me translate krlo jaahil . 2nd, ISIS is Against Islam, ok well done, then why ""GOOD MUSLIMS"" aren't Protesting Against ISIS? And why every Terrorist organization is flourishing using Quran?",Religion,5
Like you hv never spoken against Pak sponsored islamic terrorism in JK. It's done. We know u will never speak.,Religion,5
Difference is no one who is Christian follows that through in the Bible can you say the same about Muslims no you fucking can't they slay anyone that gets in their way IDIOTS,Religion,5
"I stand as a Christian woman’, says @presssec mcenany. Right. A #christian woman who lies, lies, and lies. Just like your lying, lying, liar predecessor Sara Huck.",Religion,5
"Hahahaha Arre dumb idiot, I didn't tell you about my religion. Did I? I might be a hindu or muslim or Xian or Sikh or Parsi or Buddhist or maybe an atheist? How does that bloody change anything about what I told you? Right to freedom of religion (including to PROPAGATE) is a +",Religion,5
"But after Corona try to eliminate cruelty of Radical islamic Terrorism in this earth to safe this,,kill them with full cruelty,,,bcoz u can do it only",Religion,5
"Who asks you to stop? please continue &amp; we will continue expose ur selective &amp; one sided approach. You are one of the group of M idiots who can only comment in favour of Muslims,you think only Muslims stay in this country. You never see the daily criminal activities of Muslims.",Religion,5
@awdnewsgerman @Raqqa_Sl Chomsky is a racist. Islam created ISIS.,Religion,5
@Vandaliser @sajid_fairooz @IsraeliRegime There are no Jews in Saudi or many of the Gulf states because the Muslims exterminated them.,Religion,5
"Under Obama nothing happened for the United States, he went to Muslim countries and read out of the Quran and gave them money that he says was theirs, but it wasn't because they're terrorists. He strengthened the isis and other terrorist organizations while in office.",Religion,5
"@AAlwuhaib1977 Yes, Muslim bigots are murdering Christians all over Africa and have been for decades.",Religion,5
Idiot do have you read the sript see prepares for foreign news paper where we hindus are abused like we are terrorist and Muslims are simple guys who we abuse and kill.,Religion,5
"I have not been back since they gave in to the radical, Christian-hating homosexual activists. If they won't stand for God's Word, I won't support them.",Religion,5
"I love that you love Jesus.But will u try & be less divisive & http://provoking.Voting left, right or other is a choice of the individual.Choosing doesn’t make folks wrong or http://bad.As a Black Christian woman of 50 my path isn’t yours &amp; its ok.",Religion,5
some idiots in my mentions saying that Palestine is only a Muslim cause...FUCK YOU,Religion,5
@RanaAyyub @Shehla_Rashid @_sabanaqvi Terrorists celebrate EID The biggest threat to humanity worldover is terrorism Bcoz of Islamist Jihad,Religion,5
"idiot brainwashed Christians,, https://t.co/mFgGJAty20",Religion,5
"Idiot. I lived there for over 30 years. You are lying. They do not have their own police force. They might have a neighborhood watch like the Muslims, the LGBTQ, the students at Columbia, the Guardian Angels and so on. Stop being an idiot.",Religion,5
You know @Pawankhera How @INCIndia ruled Gujrat in 70s 80s Your 3 Idiot Cm Chintan patel Amar Chaudhry Madhav s Solanki Formed K.H.A.M Kshatriya Harijan Adivasi Muslim Playing Caste politics you finished Guj I Challange you Congress is dead in Guj @amitmalviya,Religion,5
And the dangers of Islamic terrorism through immigration is real even if the Muslim u know is kind and gentle...right?,Religion,5
"Im saying its taken out of context because the people that the verse is directing too (people who torture muslims, not all non muslims) is unclear you idiot",Religion,5
"Wow. I'm shook. A person can be an idiot, be racist or make mistakes. But no one deserves you wishing death on their loved ones or kids. This is disgusting behaviour. Idk wth is wrong with us as Muslims but don't move like this pls. It's not right. May Allah guide us man. Ameen",Religion,5
Yes I can also read write and understand Arabic & Quran that says spread Islamic terrorism that's why you create ISIS and Osama. I don't need to learn about my religion from Islamic terrorists like you. You mind your own religion &amp; don't interfere like a Terrorist into mine,Religion,5
"You BJP's slave which they use to win elections . They yell ram mandir and you vote for them idiots. They don't have anything to say. When they abuse good hindus and Muslims, you think that they are brave and brilliant",Religion,5
"Did u say Tabligis were wrong, Islamic terrorism is wrong...plz follow first wat u advise to others",Religion,5
"What about Islamic terrorism? U have no guts to tweet about it, why?",Religion,5
"Why the Hell are you twisting and turning, many things are made by Muslims, you Dumb Idiot",Religion,5
By submitting yourself to god it means that you follow everything Allah mentions in the quran. ISIS are a literal terrorist group that completely goes AGAINST everything that is written in the quran. They kill multiple innocent children and adults everyday and ruin lives.,Religion,5
@KhaledHamaki This is a more complete picture of the bigotry of Islam than your selective lie. http://t.co/raGDag6tmL,Religion,5
"You idiot, what about Pelosi? Schumer was talking about his expansion of the Muslim travel ban....nothing to do with Coronavirus. China tried to keep it a secret for a couple weeks, same as we did for a month",Religion,5
"the Quran does not condone murder. only in self defense or to people who're terrorists like Isis. Mohammed even forgave the people who persecuted him. Keep cherry-picking though, you're not smart anyway",Religion,5
Abe laudo suar Maurya empire was started from Indian state Bihar and whole south Asia was one country Bharat south Asia was part of Bharat bhikhari porkistani illiterate people that the reason u r becoming jihadi terrorist Islamic terrorism,Religion,5
"Swampism of AI, Big Tech, Lawless lawyers guild, Academics, Bureaucrats inability to define? or collaborating enforcement with the enemy? Treason? Lt. Gen. Michael Flynn on Marxism, Nazism,Fascism, Communism, Radical Islamic Terrorism YouTube",Religion,5
"@ummayman90 When people leave Islam, they don't announce it.  They just quietly walk away.",Religion,5
@El_OptiMist @iShewaani Factual evidence? There were never more than 5 million Native American Indians on the North American continent.,Religion,5
"Only the American's patriots support the GOP. Democrat party is the headquarters of Communists , socialists ,radical leftist, immoral and muslims,all of them anti Christian and anti American.",Religion,5
Since 1/3 of all #Islam believes that people who leave the religion should be murdered where are the moderate Muslims http://t.co/E3OtqTbo7D,Religion,5
"@pNibbler @AlterNet @MaxBlumenthal Mohammed owned slaves, Jesus did not.  Mohammed robbed caravans. Jesus did not.",Religion,5
"I know a Christian woman whose husband (the only man she ever had sex with) gave her an STD. But I guess it’s her fault for marrying him, right?",Religion,5
"Idiot,I’m not a muslim!!but basically you must know the power of religions",Religion,5
Nobody is against Humanity my friend. Give respect and take respect. When u speak modi to be a dictator (as he's not) I wonder how your isi controls terror attacks with those slutty terrorists in the name of jihad kill people. Does Islam teach killing of people?,Religion,5
@LifeInKhilafah You can't even imagine how I think because I cannot imagine how anyone would take such a vile religion as Islam.,Religion,5
Idiot just shut up. When Muslims where doing like that did any Hindus talk against. Do you know hampi???. Nonsense stop talking rubbish. When Muslims where destroying our tempels and irritating Hindus.did anyone talked about them.,Religion,5
Not nearly as many as the muslims....sigh...you idiot.,Religion,5
"@hal2012 @GerardGeorges4 @PentagonPresSec Still, my preference is to outlaw Islam globally, not to kill all Muslims.",Religion,5
@PoliticalAnt @Lithobolos @ZaibatsuNews So you think you can hate all people of a certain ideaology - but not if it's Islam.,Religion,5
"Reason for not replying is because you are unable to I am only asking if you can admit that the muslims soldiers,who also follow their religion, are better than you.And you just can't. You are not replying but you already gave your answer by not admitting. What an Idiot.",Religion,5
"Idiots like this don’t have courage to live in India, have you ever questioned Imran Khan for Assaulting and butchering Hindus in Pakistan. Why don’t you ask him. What about those Muslim mobs in India, do u know how many people they have killed. #hindu_lives_matter",Religion,5
No we are not and stop speaking on behalf all the Muslims you idiot,Religion,5
"Where your iota of humanity left when soldiers die, or does it come into the picture when a jihad or terrorist die? Where is your placard?",Religion,5
@vernsviews The terrorists follow Islam exactly as it is defined in the Quran and the Hadith. There are over 100 Islam terrorist groups.,Religion,5
"For Cradle, start with stuff like Forgive me Father, Nymphetamine, Heartbreak and Seance, Blackest Magic in the Practice, Right Wing of the Garden Triptych. For Type O Negative, start with Black No.1, Christian Woman, Too Late: Frozen, anything really from Bloody Kisses to start",Religion,5
"The debate shows how maulvis are still living in dark ages. They are clearly not fit for 21st century. How Muslims even tolerate such fools. If an entire community is being led by such idiots then you can expect mushrooming of Jehadis, suicide bombers and killing of non Muslims.",Religion,5
Chalips who also ravaged killed raped prophet mohamud's family membrs including kids women and imam Husain..... ISIS and other terrorist inhuman organization are inspired by these greedy caliphs who changed Islam and Quran,Religion,5
"Dummy I wasn’t talking about your husband, I was talking about how you believed the idiot in the video. Now you clearly showed that you knew nothing.Celebrating eid don’t make you a Muslim, but truly believing in God and the truthfulness of his prophet is what makes you a Muslim",Religion,5
"Dear Muslim Brothers, Before Writing Any Statement Against Jesus Christ, Don't Forget That He Was Our Prophet Too. SO Disrespecting Him For The Mistake A An Idiot Means You Are Disrespecting Our Prophet And Religion.",Religion,5
"No but there are Substantially,more Commited by Muslims,,Pakistanis,so,you are In Denial,and A politically Correct Idiot enjoy your Day",Religion,5
@CamilleHughes16 @_Watch_Observe_ Nobody cares.  The law protects women.  Mohammed's phony laws abuse women. #Islam,Religion,5
"My husband prefers my hair short, my father preferred my mother’s hair short. Etc. This is an extremely stupid subject. Signed, a long-haired (because I like it that way right now), traditional, Orthodox Christian woman. P.S. We all need to look to our hearts.",Religion,5
The radical Christian Taliban here has some biblical reason for having to unwaveringly support them. The filthy rich oligarchs and military industrial complex here need them as a strategic partner in the oil wars.,Religion,5
@nyc2peach @sajid_fairooz @IsraeliRegime The Muslims are out of control and determined to steal the last tiny piece of land left to the Jews,Religion,5
"Not it cell this is radical Islamic terrorism. Open u r eyes and see the truth.shame full u r not accepting the truth,no one will change these people",Religion,5
"Absolutely wrong, you will believe anything, like payouts to a porn star were a personal loan right? For such a Christian woman you tolerate a lot of unchristian behavior from your boss",Religion,5
Another Mentally ill asylum seeker. WTHell do you take us for complete idiots?. The UK isn't a mental asylum for Muslim maniacs on stabbing sprees. Asylum seeker shot dead after six stabbed in Glasgow http://digitaleditions.telegraph.co.uk/data/268/reader/reader.html?social#!preferred/0/package/268/pub/268/page/5/article/55423,Religion,5
"@LifeInKhilafah LOL. The ME was very creative before Islam.  Most ""Muslim"" discoveries came from conquered Persians.",Religion,5
"@cnni Nope.  With #democracy man makes all the laws by vote; with #Islam, Allah makes all the laws by the sword.  The two cannot coexist.",Religion,5
"yes, if you commit one act of haram, might as well give up being muslim altogether right? idiot",Religion,5
"I said the answer 100 time, its not who, and what, being a idiot, its seems for political reason and hatred against muslims you won't accept the fact",Religion,5
"No my ancestors converted you idiot to escape you’re religion caste system that’s all. Secondly ahmediyas, Shias etc are all sects and not castes. Lastly we muslims know matter our differences always united to fight external enemies",Religion,5
Radical Islamic Terrorism hijack peace in the world #Ola_U_Uber Boom,Religion,5
No one accepts that he is an idiot. You are not an exception,Religion,5
"@Rudd1971 Yeap, this is a big problem. The Shia militia is only slightly less fanatical and Islamofascist than the Daesh they are replacing.",Religion,5
"That was Fantastic! Thanks so very much for calling out those pocket-lining, radical, hypocritical, lying, evil...religious frauds. Jerry Fakewell Jr., Fraudklin Graham, et al. are not Christians. They don't follow Christ. They love money &amp; support Trump the Antichrist.",Religion,5
"Trump: Starts gassing Muslims You idiots: don’t worry guys, the pee tape is coming out any day now",Religion,5
"You are idiot, read the Islamic Declaration of the Muslim leader Izetbegovic and read about the crimes of Naser Oric committed against Serbs in the vicinity of Srebrenica",Religion,5
"I always tell my friends to stop watching and sharing MEMRI videos. The videos as you said feels idiotic or it's just basically, broadly speaking, telling others that Arabs and Muslims are idiots or backwards. The goal of the channel is clear.",Religion,5
"They pull it all into one poll bc they want to have better understanding how many still muslim, how many are not, quit being an idiot, no you said before its clearly 2 different poll",Religion,5
I’m talking about something else entirely and you’re basically calling me an idiot. Do you know any hadith? Have you read the Quran? Have you listened to what Muslims say? Do you even know what I was asking him?,Religion,5
"@alihadi68 @rudoren @nytimes Hey, at least he doesn't murder people for apostacy and blasphemy like your tribe of scum.",Religion,5
What And united nation Doing by helping this Terrorist Country. You never find nay thing human Feom these people they love Jihad and Violence foe them humanity Is a word in dictionary.,Religion,5
"Same as religion, one rule for muslims ,one rule for everyone else not shouting about that are you ,pointless party idiot",Religion,5
COVID makes you Muslim what a massive idiot....,Religion,5
You know al saraj his role ended two years ago and still your idiot boss want him to role for ever what about the innocent people of libya shame on you you called him a muslim,Religion,5
@teddyboylocsin @tweetybird2009 @PatVPeters When has he ever done anything else?,Religion,5
RT @Juliet777777: AUSTRALIA: Lebanese Muslim husband 12-year-old pregnant wife arrested  sexual abuse http://t.co/SVYLP1qcDP #PATRIOTS http…,Religion,5
"@Israelites234 @scamp_faridxx @CNN The first crusaders were Muslims, microbrain.  400 years before the Europeans headed in other direction.",Religion,5
A lot of Christian sects do wear head coverings. The ACLU even filed a suit against Alabama on behalf of a Christian woman who was denied the right to wear a head covering for her DL photo.,Religion,5
"U removed that man for being islamophobic u should know why he fears Islam and u should do the same. Donald Trump said about radical Islamic terrorism . Till there is time mate, change ur attitude because muslims must not be trusted.",Religion,5
"It's always the same if we point out the truth we r idiots, if you point out smething you are the oppressed lot... Yes muslims were just rulers just like the Brits...",Religion,5
"Yea, back to the Muslims, we are in huge trouble if the liberal idiots get back in charge. I guess you don’t learn very fast.",Religion,5
Oh good. A Christian woman shows up to throw insults. Right on cue. Hmmm. What to say. Fuck. All. The. Way. Off. Yep. That felt good.,Religion,5
"Bunch of idiots thought this untenable ideology. Icon of 19 Century father of nation sacrificed They faced ban so formed splinter groups each for diff purpose.If you add Muslims of , , , &amp; it will be 50 Cr+ their idea of Akhand Bharat. CAN HINDU/MUSLM EVER BE AT PEACE?",Religion,5
Some northern Muslims are pathological fools and idiots! I think so much illiteracy affects most of them. I think illiteracy is communicable. How do you explain supposed enlightened people defending: 1. buhari 2. Massive bloodshed in S.Kaduna and the kaduna's first lady tweet.Omg,Religion,5
Because it's a dumb question. You Russia Russia fools think Taliban needed a reason to kill illegally invading infidels. Ever watch the Battle of Algiers. If Russia invaded America would we need to be tempted to kill Russians.? Keep selling the fear &amp; killing more Muslims idiot,Religion,5
"What the hell is going on here??? Should have known, hope all of you idiot liberals calling for defunding police are happy??? Minnesota GOP lawmaker says Antifa and Muslim organization plan to ‘police Minneapolis under Muslim rule’ https://minnesotareformer.com/briefs/minnesota-gop-lawmaker-says-antifa-and-muslim-organization-plan-to-police-minneapolis-under-muslim-rule/ via @mnreformer",Religion,5
"What if 80% Hindus goes against Islamic terrorists who r killing humanity all ovr d world for the sake of Quran, jihad! No Intolerance Now?",Religion,5
"@vaseem89 Mohammed, the cancer of murder, hatred, slavery, bigotry, and sexism for mankind.",Religion,5
RW Extremists (RWE) vs Antifa 1. RWE shot 2 & killed 1 police officer (Oakland&Santa Cruz) 2. RWE plotted to attack a U.S. Military unit 3. RWE has been a bigger threat than Islamic terrorism since 2001! 1. Antifa - claims of property damage &amp; fighting RWE's YOU COMPARE! #KAG,Religion,5
"95% % of people including Muslims white black yellow just want to live a nice life, do good things, 4 % are just absolute fuckin idiots as I suspect you are, and there’s 1% that hate and do horrible things and don’t want peace",Religion,5
"Okay idiot. You asked us Dalits to be ashamed for voting for bjp I rebuked that. Ye Muslim cell se aayi hui articles yaha mat peddle kar, I have a better insight on Dalit issues than you ever can. Brainwashed Pos, dimag nikaal lete hai kya surgery karke madarse me",Religion,5
ISIS terrorist holds quran in their hand. Show me one terrorist holding Manusmriti.,Religion,5
@DiversityRUs Islam is a cult of murder that declared war on all of humanity 1400 years ago. Here is proof. http://t.co/JH80InPaNz,Religion,5
Shame on you ! You #PlacardBrigade where is your humanity??? Why aren't u condemning Radical Islamic Terrorism?? @deespeak @sonamakapoor @VishalDadlani @ReallySwara #JusticeFor3Yearold #StopRedicalIslamicTerrorism,Religion,5
@obsurfer84 But the truth is that Mohammed followers were worthless starving thugs that produced nothing and so wanted the riches of Khybar.,Religion,5
"Lol. The people who think earth is flat are question our media . Madrasachap graduates, our media is free to report anything. Don't apply your logic , you country is run by goons and Pakistani Punjabi muslims. . Idiots .",Religion,5
"Mullah Omar ISIS, TTP and other terrorist groups have no authority to declare jihad. They are evil against humanity",Religion,5
U guys are sick. Every matter you guys relate to hindutva how can you do this. ISIS follow Islam ans it is a islamic terrorism,Religion,5
Nah my guy you're the idiot lol. African countries are either Christian or Muslim dominant. I live on the continent my g so,Religion,5
Right? Maybe because he has asskisser Pence praising him in the most ungodly show I’ve ever seen. I don’t get it either. But I will ask a Christian woman I work with what is fucking up?,Religion,5
@clouds789 @sergioba66 @ParaKeta Madrassa math.  Daesh threw manpower at Kobane in far disproportion to it's size.,Religion,5
"Idiot, culture is not what you think. Eating meat, drinking coffee, discussing international politics, violent elections, reading leftist literature, syndicates doing systematic extortion, appeasing Muslims for votes ... don't qualify as Culture.",Religion,5
"@JihadiA8 @Lisa_Marie74 Your prophet used catapults to attack cities, murdering women and children.  So what are you crying about?",Religion,5
"But according to the school "" shes a good Christian woman and was just trying to guide you to the right path"" this is the same school where a teacher was watching porn on the smart board and then again on his computer with us in the classroom and still has a job",Religion,5
Radical left NPR almost as radical as ABC. Hatred &amp; LIES. You support this nonsense. Christian? You're right I can't judge you. But I do judge your words/actions. If someone doesn't point out your errors. Who will? So I doubt your faith. UR closed off.,Religion,5
Pakistan is a democratic country ruled by some bunch of idiots who are unfortunately Muslims i dont understand why do you compare Pakistani Muslims to the Muslims of entire world,Religion,5
Haha fak humans right for Islam terrorism when Hindu people killing in Kashmir what you doing sucking or faking or liking you idiot isis agent kill all Kashmiri Muslim terrorist yeeees 100 time right for them,Religion,5
"Remember Asia bibi, the poor christian woman persecuted mercilessly in your beloved Pakistan? No tears for her? She had no rights, is it?",Religion,5
Computer in one hand + Quran in other hand = Placement in ISIS as Islamic Terror Executive (Jihadi Terrorist) package includes 72 virgins post death and other perks,Religion,5
"Kind of idiot you're... Haha.. You think all muslims are studying in Madarsa.. So it is obvious that you think Osho is more influential than Gandhi.. I respect them both.. But,Gandhi is most respected above all.. I can give you facts...",Religion,5
Salman is muslim that is why he not only stole my Ideas but also sold to many islamic countries - he have good friendship with terror based people &amp; found guilty as a murderer If you try to Fight High wit those types of Goons thn this idiots can't handle anger &amp; used Terror..1,Religion,5
"@Arab_Fury Entire unarmed innocent Ezidi families were slaughtered and enslaved by ISIS, so shut up, hypocrite.",Religion,5
"No, I'm saying you idiots that pretend black slavery of other blacks doesn't occur is clownery. It's almost as if black muslims don't exist along with the country Libya. And let's not even get into who sold the slaves to white slavers during Middle Passage. But please,continue",Religion,5
U are the example of radical Islamic terrorism. Check ur words before post. U are still living peacefully in india. Such me itna problem hota to tum aj bhuk bhi nahi pati. Aukat me baat kiya kare logo ko chutiya na banae,Religion,5
"How big of an Idiot are you? When govt of any nation issues a ban on applications, the official order will go to network service providers, app stores etc. Post that they will take action. Is it necessary to oppose everything just because you are a Muslim?",Religion,5
You are crazy brother typical western boy always attacking the Muslims and my emojis CLEARLY went over your head #idiot #racist,Religion,5
You born idiot Jammu is also fascilated with 2 g only Stop giving everything hindu muslim title Ask from the residents 4g is not there due to infrastructures issues Before 5 aug also only 2g was there in j&amp;k Dont bluff everything,Religion,5
"Are you an idiot? Or you're living in 18th century? Bengal &amp; Bihar have stopped it. Stop spreading fake news. Yes,we had Sati &amp; Bali, with time we've moved ahead &amp; abandoned it. Now it's Muslims turn to do so, we'll accept that they don't live in Barbaric era of 6th Century.",Religion,5
We have traitors here Muslims in the Democratic Party that support Isis &amp; radical Islamic groups they are in our politics to try to disrupt a Christian Nation as they have done in the past &amp; will continue to do until they are stopped this is a Christian Nation and always will be,Religion,5
"Bullshit. The only supporters still hanging on are rednecks/racists, and radical Christians. The WH has been a revolving door of lifelong republicans who saw first hand what he’s about and they no longer support him. Expect that trend to continue",Religion,5
"@SumbelinaZ @IronmanL1 @Hatewatch Name the last person the KKK killed, and you can find 100,000 that have since been killed by Islamists.",Religion,5
"No Jew,Catholic or Christian should ever vote for antisemitic antichristian Democrat party. They support and back radical antisemitic members of Congress, backed by liberal media.",Religion,5
Pradip Prabhu's activism in support of the marginalised sections of people is inspired by a radical Christian action movement called Liberation Theology which originated in Latin American countries in the late sixties.,Religion,5
"The biggest logic is being a muslim you can't congratulate anyone over a sin it's same as someone ""is doing zina and you idiot is clapping n saying more power to you guys keep it up"" bt if you are not muslim no point of discussing with you",Religion,5
"@SecPompeo NOW U HAVE A GOLDEN OPPORTUNITY, THE EGYPTIANS R READY TO HAVE A LEADING ROLE. JUST GIVE THEM THE GREEN LIGHT TO LIBERATE LIBYA BEFORE IT'S TOO LATE.Order Erdogan to FREEZE his ACTIVISTS in LIBYA..NO WAY ANY RADICAL ISLAMIC TERRORISM WILL RULE LIBYA....",Religion,5
"Have you heard about White Supremacists, Ku Klux Klan and other Christian radical groups with millions of support base? So how is Islam alone singled out for radicalization?",Religion,5
"True idiots. Who you gonna call for help? Blm, cair, Muslim brotherhood or the black panthers. I hope all the good people can get out, but leave your liberal bull shot behind.",Religion,5
"What illiterate idiots they are. I am astounded at their distortions. I had a Muslim tell me Alexander the Great was Muslim because the Koran says so. How can you reason with them where there is NO LOGIC? That is why for me, it is not a religion but a cult.",Religion,5
"@LBC You bloody IDIOT. UNDER the RADAR COVER of CV-19 UK has been ARMING BOTH factions in LIBYA with £millions of WEAPONS and in past weeks there has BEEN MASS KILLINGS in LIBYA. BRITISH TREACHERY MASSACERING MUSLIM CHILDREN, WOMEN In YEMEN &amp; LIBYA. EYE for an EYE.",Religion,5
@jukes303 Unlike you I do read before making assumptions.  I read all of the Quran and many of the Hadiths.  That is how I know it's vile.,Religion,5
Wow sir you tell me without islaam any religion people terrorist.ur religion people thinks ur religion is good and any religion is fake .Everytime all Muslim say create this universe Allah.I think all Muslim that think this type stupid think idiot.,Religion,5
@ZorazZora @zackbeauchamp Furthermore many Muslim countries don't even have a record system to account for all murders.,Religion,5
@Dabiq_Warrior @Totenleserin And it cost ISIS half their best fighters.  The city can be rebuilt - free of the ISIS animals.,Religion,5
I can see it's not easy being an African christian woman right now Constantly at loggerheads with your religion and culture,Religion,5
They weren’t so tough when the crips escorted them out of their neighborhood.Or the bikers.White privilege is being the sucker who ends up having to pay for the destruction.Thanks for the privilege terrorist who Muslim Brotherhood who all you idiots are marching for.Remember Isis,Religion,5
"@realDonaldTrump All SECULAR Arabs R Very Happy , WHY ?? BECAUSE U SUFFER SAME WHAT HAPPENED IN THEIR COUNTRIES,WHEN U SUPPORT THE RADICAL ISLAMIC TERRORISM...THEY WANT SECULAR STATES &amp; U WANT TO FORCE WHAT SO-CALLED POLITICAL ISLAM..??",Religion,5
Palestine recently signed a document in #support of #China against Uighurs muslims and cry all over the #World support them against #Israel. You decide what to do ? Either Palestinians are #idiots or #radicals.,Religion,5
Razakar left out frustration Nawab ditched many But Andh Bhakti better than #Arab bhakti Declaring 75% #Humanity kafir Jihad 911 2611 Halala 4 wives #Indonesia largest #muslim country stuck to its #Culture celebrates #Ramayana &amp; follows Deen truly &amp; Has No #Terrorists,Religion,5
"No, I do not. I am a Christian that loves my country and abhors liars, racists, bigots and the like. Nor do I support any radical religious zealotry. I do like meaningful convo, which it appears you are unable or unwilling to provide. Good day sir/ma'am.",Religion,5
You caved to the Karen mob idiots. What you are saying is that every Muslim woman who keeps her entire face covered is immune to corona? It DOESNT work. Are you equally going to cave when your unicorn vaccine is ready? You first.,Religion,5
"If you're a muslim supporting halal butchers and international isles at your local tesco, asda etc you're an idiot",Religion,5
"How can u say that ISIS is Islamic organization? It’s just a terrorist organisation nothing more, bcz through Quran ,If u killed an innocent person u killed humanity,and if u save a single person u save humanity “ that’s our Islam,",Religion,5
"And not all Muslims are even darker skinned, a lot of them are light skin. Your point is? The fact that you would use a JOKE to try and justify your islamophobia is mind boggling to me. Delete this. You sound like an idiot.",Religion,5
Literal Rag heads who sold out to the Jews they are sworn to hate. Muslims didn’t invent Marxism. They are useful idiots conveying Marxist ideology to make you hate Muslims more than we already do. Pay no mind to the hooknosed Jew who put them in those seats of power.,Religion,5
"@ALWiss5 Guys in Guantanamo are militants captured in war.  People in ISIS cages are women and children, microbrain.",Religion,5
"You have massive issues with your Muslims and discrimination. Who are you kidding? :) I'm a Yank, not an idiot.",Religion,5
The left is attacking him because he just demonstrated the Love that Jesus Christ showed us. It just does not fit the narrative that Christians are bad. They would rather support Radical Islamists ! Their goal is to destroy this Country &amp; our Judeo Christian heritage !,Religion,5
"ISLAM MY Father Allah Almighty Never was, is, nor neither will be a Terrorist, Extremist, ISIS, Suicide Bombers of all the Stupid names you called the ALmighty, these phrases simply are NOT in the HOLY Quran Sharif. Get the TRUTH straight who did this to Hate ISLAM? ANSWER ME?!!",Religion,5
"Most of the country of world now against Islamic terrorism . Slowly slowly all muslim country will be destroyed by powerful country. Observe the news trend. It started. Pakistan, China is in hit list along with Iran. As u people ruled India soon we will ruled pakistan.",Religion,5
